run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,bestepoch,totalepochs,loss,stopreason
1,vehicle,18,4,42.8078405,0.8999658767300535,0.8346374923160275,0.988976377952756,0.995260663507109,454,475,0.054025584011695334,consecincrease
1,vehicle,18,4,38.1792625,0.898196607762391,0.8082160096540627,0.9952681388012619,0.9716981132075472,404,425,0.06005469347780706,consecincrease
1,vehicle,18,4,62.8721188,0.9260031185031186,0.8766133271203286,1.0,0.9811320754716981,683,700,0.04457239223381248,consecincrease
2,vehicle,18,4,27.3762328,0.8852709010830835,0.813423978267392,0.9968503937007874,0.976303317535545,285,305,0.061430229842923616,consecincrease
2,vehicle,18,4,56.6924957,0.9083788006853806,0.84127789926759,0.9952755905511811,0.990521327014218,598,630,0.052769725991247705,consecincrease
2,vehicle,18,4,36.9023868,0.8869589886486466,0.8253406814568837,0.9952681388012619,0.9811320754716981,388,410,0.059897495501146356,consecincrease
2,vehicle,18,4,35.5703887,0.8672396920345926,0.8396542379593228,0.9905362776025236,0.9811320754716981,378,395,0.054984437212399234,consecincrease
3,vehicle,18,4,21.1937165,0.8569391678297975,0.7808566505190655,0.9763779527559056,0.966824644549763,214,235,0.06595582534342524,consecincrease
3,vehicle,18,4,35.5192217,0.8907061999300636,0.809031834175521,0.9874015748031496,0.995260663507109,375,395,0.05745616047466911,consecincrease
3,vehicle,18,4,41.7598516,0.9059518452267543,0.8256408065618591,0.9968454258675079,0.9716981132075472,446,465,0.05986354549221673,consecincrease
3,vehicle,18,4,52.7003181,0.8938021278248038,0.8713312589353293,0.9952681388012619,0.9858490566037735,567,585,0.04670120482338259,consecincrease
4,vehicle,18,4,43.1945293,0.9068550058169436,0.8422021846964535,1.0,0.981042654028436,460,480,0.056197959477980744,consecincrease
4,vehicle,18,4,39.6872183,0.8907521486776955,0.7982622879512832,0.9858267716535433,0.995260663507109,420,440,0.05698284295039223,consecincrease
4,vehicle,18,4,48.4955815,0.919908433023187,0.8444723481304313,0.998422712933754,0.9811320754716981,519,540,0.05662841707141204,consecincrease
4,vehicle,18,4,52.9805031,0.908532074352445,0.8625490731215755,0.9968454258675079,0.9764150943396226,571,590,0.04976110185860437,consecincrease
5,vehicle,18,4,13.4537724,0.8224995150228795,0.8041014678581975,0.9748031496062992,0.966824644549763,140,150,0.06970406581690643,noprogress
5,vehicle,18,4,45.8947959,0.8997312418539625,0.8276379176379176,0.988976377952756,1.0,489,510,0.05499013846519331,consecincrease
5,vehicle,18,4,39.9793089,0.9056440665362182,0.8157390939711218,0.998422712933754,0.9811320754716981,423,445,0.05878071996213777,consecincrease
5,vehicle,18,4,30.4947088,0.863239432556281,0.8374381858999929,0.9952681388012619,0.9811320754716981,320,340,0.05295106018457623,consecincrease
6,vehicle,18,4,48.5640446,0.9038064412639943,0.8590769893505497,0.9984251968503937,0.985781990521327,520,540,0.05472926861376179,consecincrease
6,vehicle,18,4,42.8158246,0.8967725830981037,0.8179402187698472,0.9858267716535433,0.990521327014218,455,475,0.055877069723145156,consecincrease
6,vehicle,18,4,9.0181403,0.7891428555594083,0.774718600114295,0.9511041009463722,0.9481132075471698,80,100,0.08035156284414371,consecincrease
6,vehicle,18,4,48.6551033,0.8965773963977919,0.8374062801339224,0.9936908517350158,0.9716981132075472,521,540,0.05373999345143674,consecincrease
7,vehicle,18,4,45.605256,0.905291739907073,0.8504807405628412,0.9984251968503937,0.985781990521327,488,505,0.056205715721478484,consecincrease
7,vehicle,18,4,55.8870206,0.9102805914693991,0.8388932686476653,0.9937007874015747,1.0,615,620,0.05119624276684509,noprogress
7,vehicle,18,4,49.6479214,0.9101794726076213,0.8346090658500123,0.998422712933754,0.9764150943396226,530,550,0.058634333171580136,consecincrease
7,vehicle,18,4,31.9754669,0.8628150915721668,0.8387949715931367,0.9905362776025236,0.9811320754716981,337,355,0.05553522990373944,consecincrease
8,vehicle,18,4,24.8354944,0.8749738577608812,0.7956083390293915,0.9921259842519685,0.966824644549763,253,275,0.06362673598038542,consecincrease
8,vehicle,18,4,42.4888739,0.8969939606186025,0.8254819739213786,0.988976377952756,0.995260663507109,449,470,0.05588414587775093,consecincrease
8,vehicle,18,4,43.7133836,0.9105579134669006,0.8042645203818917,0.998422712933754,0.9716981132075472,467,485,0.060707654638613676,consecincrease
8,vehicle,18,4,50.3490393,0.8949256251484856,0.8424558264260774,0.9952681388012619,0.9669811320754716,542,560,0.05121455076528588,consecincrease
9,vehicle,18,4,24.8216995,0.8615915901322052,0.790870854291907,0.9858267716535433,0.976303317535545,257,275,0.06369171833557959,consecincrease
9,vehicle,18,4,50.4593071,0.9102239515195025,0.8393389379848246,0.9921259842519685,0.995260663507109,542,560,0.051480502435136154,consecincrease
