run,dataset,nin,nout,time,ftrain,ftest,nsel,nenhanced,sel
7,soybean,105,19,123.8611046,0.21818920122606167,0.20987654320987653,"4","0","1000000000000000000000001000000000000000000000100000000000000010000000000000000000000000000000000000000000"
8,soybean,105,19,142.6359587,0.10193753614806246,0.09619139874225441,"3","0","1000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000"
9,soybean,105,19,151.483165,0.20354310433618292,0.1785885167464115,"4","0","1000000000100000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000"
10,soybean,105,19,141.5092628,0.10722284434490481,0.09766081871345028,"2","0","0000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
11,soybean,105,19,155.0556549,0.10193753614806246,0.09619139874225441,"3","0","1000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000"
12,soybean,105,19,137.4919599,0.07526385071938292,0.05007627765064835,"2","1","1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000"
13,soybean,105,19,139.0629781,0.11221663180507661,0.10415585314370739,"2","0","0000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000"
14,soybean,105,19,114.709212,0.10722284434490481,0.09766081871345028,"2","0","0000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000"
15,soybean,105,19,138.7317782,0.10193753614806246,0.09619139874225441,"3","0","1000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000"
16,soybean,105,19,153.440262,0.10722284434490481,0.09766081871345028,"2","0","0000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
17,soybean,105,19,130.2035779,0.10722284434490481,0.09766081871345028,"2","0","0000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
18,soybean,105,19,125.7100394,0.10722284434490481,0.09766081871345028,"2","0","0000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000"
19,soybean,105,19,136.9667906,0.10722284434490481,0.09766081871345028,"2","0","0000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
20,soybean,105,19,131.5064284,0.11221663180507661,0.10415585314370739,"2","0","0000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000"
